"FIN","Day-ahead Total Load Forecast [MW] - Finland (FI)","Actual Total Load [MW] - Finland (FI)"
"25.10.2018 01:00 - 25.10.2018 02:00","8803","9146"
"25.10.2018 02:00 - 25.10.2018 03:00","8779","9099"
"25.10.2018 03:00 - 25.10.2018 04:00","8851","9229"
"25.10.2018 04:00 - 25.10.2018 05:00","9155","9544"
"25.10.2018 05:00 - 25.10.2018 06:00","9938","10354"
"25.10.2018 06:00 - 25.10.2018 07:00","10356","10953"
"25.10.2018 07:00 - 25.10.2018 08:00","10318","10946"
"25.10.2018 08:00 - 25.10.2018 09:00","10311","10819"
"25.10.2018 09:00 - 25.10.2018 10:00","10263","10853"
"25.10.2018 10:00 - 25.10.2018 11:00","10232","10831"
"25.10.2018 11:00 - 25.10.2018 12:00","10200","10693"
"25.10.2018 12:00 - 25.10.2018 13:00","10110","10693"
"25.10.2018 13:00 - 25.10.2018 14:00","10028","10643"
"25.10.2018 14:00 - 25.10.2018 15:00","10010","10572"
"25.10.2018 15:00 - 25.10.2018 16:00","10068","10461"
"25.10.2018 16:00 - 25.10.2018 17:00","10187","10643"
"25.10.2018 17:00 - 25.10.2018 18:00","10348","11096"
"25.10.2018 18:00 - 25.10.2018 19:00","10492","11200"
"25.10.2018 19:00 - 25.10.2018 20:00","10330","11006"
"25.10.2018 20:00 - 25.10.2018 21:00","9854","10549"
"25.10.2018 21:00 - 25.10.2018 22:00","9845","10486"
"25.10.2018 22:00 - 25.10.2018 23:00","9645","10277"
"25.10.2018 23:00 - 26.10.2018 00:00","9574","9819"
"26.10.2018 00:00 - 26.10.2018 01:00","9220","9517"
"26.10.2018 01:00 - 26.10.2018 02:00","9033","9312"
"26.10.2018 02:00 - 26.10.2018 03:00","8987","9272"
"26.10.2018 03:00 - 26.10.2018 04:00","9033","9382"
"26.10.2018 04:00 - 26.10.2018 05:00","9322","9693"
"26.10.2018 05:00 - 26.10.2018 06:00","10135","10433"
"26.10.2018 06:00 - 26.10.2018 07:00","10577","11008"
"26.10.2018 07:00 - 26.10.2018 08:00","10603","11131"
"26.10.2018 08:00 - 26.10.2018 09:00","10694","10942"
"26.10.2018 09:00 - 26.10.2018 10:00","10622","10948"
"26.10.2018 10:00 - 26.10.2018 11:00","10577","10967"
"26.10.2018 11:00 - 26.10.2018 12:00","10552","10908"
"26.10.2018 12:00 - 26.10.2018 13:00","10364","10970"
"26.10.2018 13:00 - 26.10.2018 14:00","10154","10939"
"26.10.2018 14:00 - 26.10.2018 15:00","10119","10824"
"26.10.2018 15:00 - 26.10.2018 16:00","10139","10862"
"26.10.2018 16:00 - 26.10.2018 17:00","10254","11027"
"26.10.2018 17:00 - 26.10.2018 18:00","10545","11352"
"26.10.2018 18:00 - 26.10.2018 19:00","10620","11404"
"26.10.2018 19:00 - 26.10.2018 20:00","10365","11137"
"26.10.2018 20:00 - 26.10.2018 21:00","9864","10598"
"26.10.2018 21:00 - 26.10.2018 22:00","9905","10628"
"26.10.2018 22:00 - 26.10.2018 23:00","9655","10407"
"26.10.2018 23:00 - 27.10.2018 00:00","9613","9934"
"27.10.2018 00:00 - 27.10.2018 01:00","9253","9573"
"27.10.2018 01:00 - 27.10.2018 02:00","9029","9359"
"27.10.2018 02:00 - 27.10.2018 03:00","8930","9295"
"27.10.2018 03:00 - 27.10.2018 04:00","8930","9342"
"27.10.2018 04:00 - 27.10.2018 05:00","9072","9487"
"27.10.2018 05:00 - 27.10.2018 06:00","9381","9818"
"27.10.2018 06:00 - 27.10.2018 07:00","9547","10053"
"27.10.2018 07:00 - 27.10.2018 08:00","9585","10095"
"27.10.2018 08:00 - 27.10.2018 09:00","9765","10234"
"27.10.2018 09:00 - 27.10.2018 10:00","9822","10306"
"27.10.2018 10:00 - 27.10.2018 11:00","9776","10338"
"27.10.2018 11:00 - 27.10.2018 12:00","9755","10330"
"27.10.2018 12:00 - 27.10.2018 13:00","9678","10344"
"27.10.2018 13:00 - 27.10.2018 14:00","9631","10299"
"27.10.2018 14:00 - 27.10.2018 15:00","9707","10342"
"27.10.2018 15:00 - 27.10.2018 16:00","9932","10520"
"27.10.2018 16:00 - 27.10.2018 17:00","10249","10878"
"27.10.2018 17:00 - 27.10.2018 18:00","10649","11408"
"27.10.2018 18:00 - 27.10.2018 19:00","10687","11394"
"27.10.2018 19:00 - 27.10.2018 20:00","10337","10970"
"27.10.2018 20:00 - 27.10.2018 21:00","9860","10509"
"27.10.2018 21:00 - 27.10.2018 22:00","9878","10528"
"27.10.2018 22:00 - 27.10.2018 23:00","9774","10345"
"27.10.2018 23:00 - 28.10.2018 00:00","9902","9960"
"28.10.2018 00:00 - 28.10.2018 01:00","9618","9652"
"28.10.2018 01:00 - 28.10.2018 02:00","9422","9483"
"28.10.2018 02:00 - 28.10.2018 03:00","9276","9254"
"28.10.2018 02:00 - 28.10.2018 03:00","9131","9257"
"28.10.2018 03:00 - 28.10.2018 04:00","9346","9381"
"28.10.2018 04:00 - 28.10.2018 05:00","9406","9578"
"28.10.2018 05:00 - 28.10.2018 06:00","9571","9828"
"28.10.2018 06:00 - 28.10.2018 07:00","9607","9813"
"28.10.2018 07:00 - 28.10.2018 08:00","9637","9977"
"28.10.2018 08:00 - 28.10.2018 09:00","9785","10162"
"28.10.2018 09:00 - 28.10.2018 10:00","9968","10269"
"28.10.2018 10:00 - 28.10.2018 11:00","10074","10296"
"28.10.2018 11:00 - 28.10.2018 12:00","10028","10205"
"28.10.2018 12:00 - 28.10.2018 13:00","9971","10111"
"28.10.2018 13:00 - 28.10.2018 14:00","9913","10064"
"28.10.2018 14:00 - 28.10.2018 15:00","9964","10140"
"28.10.2018 15:00 - 28.10.2018 16:00","10111","10508"
"28.10.2018 16:00 - 28.10.2018 17:00","10344","11073"
"28.10.2018 17:00 - 28.10.2018 18:00","10610","11208"
"28.10.2018 18:00 - 28.10.2018 19:00","10637","11233"
"28.10.2018 19:00 - 28.10.2018 20:00","10441","10951"
"28.10.2018 20:00 - 28.10.2018 21:00","10134","10583"
"28.10.2018 21:00 - 28.10.2018 22:00","10325","10815"
"28.10.2018 22:00 - 28.10.2018 23:00","10250","10744"
"28.10.2018 23:00 - 29.10.2018 00:00","10110","10458"
"29.10.2018 00:00 - 29.10.2018 01:00","9802","10218"
"29.10.2018 01:00 - 29.10.2018 02:00","9679","10069"
"29.10.2018 02:00 - 29.10.2018 03:00","9664","10038"
"29.10.2018 03:00 - 29.10.2018 04:00","9741","10151"
"29.10.2018 04:00 - 29.10.2018 05:00","10050","10544"
"29.10.2018 05:00 - 29.10.2018 06:00","10778","11425"
"29.10.2018 06:00 - 29.10.2018 07:00","11265","11834"
"29.10.2018 07:00 - 29.10.2018 08:00","11271","11824"
"29.10.2018 08:00 - 29.10.2018 09:00","11304","11884"
"29.10.2018 09:00 - 29.10.2018 10:00","11273","11781"
"29.10.2018 10:00 - 29.10.2018 11:00","11181","11648"
"29.10.2018 11:00 - 29.10.2018 12:00","11089","11561"
"29.10.2018 12:00 - 29.10.2018 13:00","10983","11495"
"29.10.2018 13:00 - 29.10.2018 14:00","10893","11436"
"29.10.2018 14:00 - 29.10.2018 15:00","10898","11289"
"29.10.2018 15:00 - 29.10.2018 16:00","10994","11222"
"29.10.2018 16:00 - 29.10.2018 17:00","11154","11573"
"29.10.2018 17:00 - 29.10.2018 18:00","11260","11527"
"29.10.2018 18:00 - 29.10.2018 19:00","11341","11832"
"29.10.2018 19:00 - 29.10.2018 20:00","11216","11608"
"29.10.2018 20:00 - 29.10.2018 21:00","10777","11099"
"29.10.2018 21:00 - 29.10.2018 22:00","10752","11102"
"29.10.2018 22:00 - 29.10.2018 23:00","10548","10902"
"29.10.2018 23:00 - 30.10.2018 00:00","10208","10502"
"30.10.2018 00:00 - 30.10.2018 01:00","9893","10242"
"30.10.2018 01:00 - 30.10.2018 02:00","9697","10017"
"30.10.2018 02:00 - 30.10.2018 03:00","9665","9897"
"30.10.2018 03:00 - 30.10.2018 04:00","9729","9997"
"30.10.2018 04:00 - 30.10.2018 05:00","10022","10388"
"30.10.2018 05:00 - 30.10.2018 06:00","10792","11217"
"30.10.2018 06:00 - 30.10.2018 07:00","11203","11486"
"30.10.2018 07:00 - 30.10.2018 08:00","11180","11408"
"30.10.2018 08:00 - 30.10.2018 09:00","11170","11424"
"30.10.2018 09:00 - 30.10.2018 10:00","11182","11423"
"30.10.2018 10:00 - 30.10.2018 11:00","11183","11425"
"30.10.2018 11:00 - 30.10.2018 12:00","11198","11388"
"30.10.2018 12:00 - 30.10.2018 13:00","11138","11379"
"30.10.2018 13:00 - 30.10.2018 14:00","11073","11350"
"30.10.2018 14:00 - 30.10.2018 15:00","10995","11336"
"30.10.2018 15:00 - 30.10.2018 16:00","11029","11546"
"30.10.2018 16:00 - 30.10.2018 17:00","11157","11814"
"30.10.2018 17:00 - 30.10.2018 18:00","11206","11807"
"30.10.2018 18:00 - 30.10.2018 19:00","11248","11632"
"30.10.2018 19:00 - 30.10.2018 20:00","11045","11325"
"30.10.2018 20:00 - 30.10.2018 21:00","10568","10797"
"30.10.2018 21:00 - 30.10.2018 22:00","10516","10823"
"30.10.2018 22:00 - 30.10.2018 23:00","10267","10571"
"30.10.2018 23:00 - 31.10.2018 00:00","9860","10051"
"31.10.2018 00:00 - 31.10.2018 01:00","9544","9651"
"31.10.2018 01:00 - 31.10.2018 02:00","9343","9486"
"31.10.2018 02:00 - 31.10.2018 03:00","9296","9486"
"31.10.2018 03:00 - 31.10.2018 04:00","9351","9498"
"31.10.2018 04:00 - 31.10.2018 05:00","9635","9819"
"31.10.2018 05:00 - 31.10.2018 06:00","10397","10636"
"31.10.2018 06:00 - 31.10.2018 07:00","10792","11039"
"31.10.2018 07:00 - 31.10.2018 08:00","10765","11034"
"31.10.2018 08:00 - 31.10.2018 09:00","10748","10988"
"31.10.2018 09:00 - 31.10.2018 10:00","10726","10944"
"31.10.2018 10:00 - 31.10.2018 11:00","10716","10951"
"31.10.2018 11:00 - 31.10.2018 12:00","10691","10929"
"31.10.2018 12:00 - 31.10.2018 13:00","10618","10857"
"31.10.2018 13:00 - 31.10.2018 14:00","10558","10785"
"31.10.2018 14:00 - 31.10.2018 15:00","10520","10860"
"31.10.2018 15:00 - 31.10.2018 16:00","10588","10965"
"31.10.2018 16:00 - 31.10.2018 17:00","10684","11085"
"31.10.2018 17:00 - 31.10.2018 18:00","10729","11050"
"31.10.2018 18:00 - 31.10.2018 19:00","10738","11013"
"31.10.2018 19:00 - 31.10.2018 20:00","10526","10708"
"31.10.2018 20:00 - 31.10.2018 21:00","10038","10161"
"31.10.2018 21:00 - 31.10.2018 22:00","9980","10148"
"31.10.2018 22:00 - 31.10.2018 23:00","9728","9885"
"31.10.2018 23:00 - 01.11.2018 00:00","9254","9351"
"01.11.2018 00:00 - 01.11.2018 01:00","8931","9035"
"01.11.2018 01:00 - 01.11.2018 02:00","8752","8869"
"01.11.2018 02:00 - 01.11.2018 03:00","8728","8852"
"01.11.2018 03:00 - 01.11.2018 04:00","8796","8965"
"01.11.2018 04:00 - 01.11.2018 05:00","9101","9257"
"01.11.2018 05:00 - 01.11.2018 06:00","9868","9978"
"01.11.2018 06:00 - 01.11.2018 07:00","10275","10465"
"01.11.2018 07:00 - 01.11.2018 08:00","10269","10364"
"01.11.2018 08:00 - 01.11.2018 09:00","10276","10468"
"01.11.2018 09:00 - 01.11.2018 10:00","10274","10488"
"01.11.2018 10:00 - 01.11.2018 11:00","10270","10535"
"01.11.2018 11:00 - 01.11.2018 12:00","10262","10521"
"01.11.2018 12:00 - 01.11.2018 13:00","10196","10394"
"01.11.2018 13:00 - 01.11.2018 14:00","10160","10386"
"01.11.2018 14:00 - 01.11.2018 15:00","10160","10457"
"01.11.2018 15:00 - 01.11.2018 16:00","10249","10636"
"01.11.2018 16:00 - 01.11.2018 17:00","10409","11044"
"01.11.2018 17:00 - 01.11.2018 18:00","10503","10985"
"01.11.2018 18:00 - 01.11.2018 19:00","10574","10998"
"01.11.2018 19:00 - 01.11.2018 20:00","10397","10869"
"01.11.2018 20:00 - 01.11.2018 21:00","9949","10389"
"01.11.2018 21:00 - 01.11.2018 22:00","9933","10449"
"01.11.2018 22:00 - 01.11.2018 23:00","9712","10211"
"01.11.2018 23:00 - 02.11.2018 00:00","9593","9729"
"02.11.2018 00:00 - 02.11.2018 01:00","9297","9468"
"02.11.2018 01:00 - 02.11.2018 02:00","9141","9313"
"02.11.2018 02:00 - 02.11.2018 03:00","9083","9272"
"02.11.2018 03:00 - 02.11.2018 04:00","9092","9335"
"02.11.2018 04:00 - 02.11.2018 05:00","9383","9667"
"02.11.2018 05:00 - 02.11.2018 06:00","10188","10463"
"02.11.2018 06:00 - 02.11.2018 07:00","10535","10888"
"02.11.2018 07:00 - 02.11.2018 08:00","10517","10933"
"02.11.2018 08:00 - 02.11.2018 09:00","10450","11016"
"02.11.2018 09:00 - 02.11.2018 10:00","10382","11001"
"02.11.2018 10:00 - 02.11.2018 11:00","10372","10923"
"02.11.2018 11:00 - 02.11.2018 12:00","10342","10865"
"02.11.2018 12:00 - 02.11.2018 13:00","10185","10827"
"02.11.2018 13:00 - 02.11.2018 14:00","10073","10775"
"02.11.2018 14:00 - 02.11.2018 15:00","10099","10834"
"02.11.2018 15:00 - 02.11.2018 16:00","10268","11080"
"02.11.2018 16:00 - 02.11.2018 17:00","10537","11161"
"02.11.2018 17:00 - 02.11.2018 18:00","10424","11065"
"02.11.2018 18:00 - 02.11.2018 19:00","10373","10932"
"02.11.2018 19:00 - 02.11.2018 20:00","10169","10611"
"02.11.2018 20:00 - 02.11.2018 21:00","9704","10017"
"02.11.2018 21:00 - 02.11.2018 22:00","9729","10060"
"02.11.2018 22:00 - 02.11.2018 23:00","9485","9703"
"02.11.2018 23:00 - 03.11.2018 00:00","9035","9149"
"03.11.2018 00:00 - 03.11.2018 01:00","8673","8863"
"03.11.2018 01:00 - 03.11.2018 02:00","8419","8740"
"03.11.2018 02:00 - 03.11.2018 03:00","8308","8657"
"03.11.2018 03:00 - 03.11.2018 04:00","8365","8673"
"03.11.2018 04:00 - 03.11.2018 05:00","8456","8729"
"03.11.2018 05:00 - 03.11.2018 06:00","8700","8943"
"03.11.2018 06:00 - 03.11.2018 07:00","8821","9063"
"03.11.2018 07:00 - 03.11.2018 08:00","8928","9218"
"03.11.2018 08:00 - 03.11.2018 09:00","9149","9421"
"03.11.2018 09:00 - 03.11.2018 10:00","9258","9579"
"03.11.2018 10:00 - 03.11.2018 11:00","9340","9738"
"03.11.2018 11:00 - 03.11.2018 12:00","9332","9713"
"03.11.2018 12:00 - 03.11.2018 13:00","9338","9656"
"03.11.2018 13:00 - 03.11.2018 14:00","9320","9656"
"03.11.2018 14:00 - 03.11.2018 15:00","9438","9757"
"03.11.2018 15:00 - 03.11.2018 16:00","9850","10008"
"03.11.2018 16:00 - 03.11.2018 17:00","10231","10429"
"03.11.2018 17:00 - 03.11.2018 18:00","10403","10568"
"03.11.2018 18:00 - 03.11.2018 19:00","10258","10419"
"03.11.2018 19:00 - 03.11.2018 20:00","10003","10177"
"03.11.2018 20:00 - 03.11.2018 21:00","9654","9820"
"03.11.2018 21:00 - 03.11.2018 22:00","9821","10072"
"03.11.2018 22:00 - 03.11.2018 23:00","9669","9923"
"03.11.2018 23:00 - 04.11.2018 00:00","9119","9491"
"04.11.2018 00:00 - 04.11.2018 01:00","8811","9191"
"04.11.2018 01:00 - 04.11.2018 02:00","8629","9029"
"04.11.2018 02:00 - 04.11.2018 03:00","8283","8926"
"04.11.2018 03:00 - 04.11.2018 04:00","8571","8943"
"04.11.2018 04:00 - 04.11.2018 05:00","8693","9012"
"04.11.2018 05:00 - 04.11.2018 06:00","8925","9125"
"04.11.2018 06:00 - 04.11.2018 07:00","8984","9162"
"04.11.2018 07:00 - 04.11.2018 08:00","9100","9100"
"04.11.2018 08:00 - 04.11.2018 09:00","9242","9386"
"04.11.2018 09:00 - 04.11.2018 10:00","9399","9536"
"04.11.2018 10:00 - 04.11.2018 11:00","9489","9603"
"04.11.2018 11:00 - 04.11.2018 12:00","9461","9597"
"04.11.2018 12:00 - 04.11.2018 13:00","9384","9522"
"04.11.2018 13:00 - 04.11.2018 14:00","9359","9499"
"04.11.2018 14:00 - 04.11.2018 15:00","9429","9589"
"04.11.2018 15:00 - 04.11.2018 16:00","9731","9885"
"04.11.2018 16:00 - 04.11.2018 17:00","9995","10263"
"04.11.2018 17:00 - 04.11.2018 18:00","10132","10305"
"04.11.2018 18:00 - 04.11.2018 19:00","10095","10295"
"04.11.2018 19:00 - 04.11.2018 20:00","9852","10009"
"04.11.2018 20:00 - 04.11.2018 21:00","9472","9656"
"04.11.2018 21:00 - 04.11.2018 22:00","9629","9854"
"04.11.2018 22:00 - 04.11.2018 23:00","9517","9672"
"04.11.2018 23:00 - 05.11.2018 00:00","9064","9290"
"05.11.2018 00:00 - 05.11.2018 01:00","8774","9010"
"05.11.2018 01:00 - 05.11.2018 02:00","8661","8820"
"05.11.2018 02:00 - 05.11.2018 03:00","8634","8742"
"05.11.2018 03:00 - 05.11.2018 04:00","8719","8841"
"05.11.2018 04:00 - 05.11.2018 05:00","9137","9167"
"05.11.2018 05:00 - 05.11.2018 06:00","10079","10006"
"05.11.2018 06:00 - 05.11.2018 07:00","10575","10585"
"05.11.2018 07:00 - 05.11.2018 08:00","10609","10692"
"05.11.2018 08:00 - 05.11.2018 09:00","10620","10733"
"05.11.2018 09:00 - 05.11.2018 10:00","10558","10722"
"05.11.2018 10:00 - 05.11.2018 11:00","10501","10716"
"05.11.2018 11:00 - 05.11.2018 12:00","10433","10659"
"05.11.2018 12:00 - 05.11.2018 13:00","10381","10558"
"05.11.2018 13:00 - 05.11.2018 14:00","10347","10502"
"05.11.2018 14:00 - 05.11.2018 15:00","10371","10532"
"05.11.2018 15:00 - 05.11.2018 16:00","10537","10802"
"05.11.2018 16:00 - 05.11.2018 17:00","10693","10997"
"05.11.2018 17:00 - 05.11.2018 18:00","10718","10902"
"05.11.2018 18:00 - 05.11.2018 19:00","10742","10903"
"05.11.2018 19:00 - 05.11.2018 20:00","10540","10640"
"05.11.2018 20:00 - 05.11.2018 21:00","10035","10112"
"05.11.2018 21:00 - 05.11.2018 22:00","10014","10189"
"05.11.2018 22:00 - 05.11.2018 23:00","9759","9885"
"05.11.2018 23:00 - 06.11.2018 00:00","9117","9448"
"06.11.2018 00:00 - 06.11.2018 01:00","8817","9088"
"06.11.2018 01:00 - 06.11.2018 02:00","8653","8923"
"06.11.2018 02:00 - 06.11.2018 03:00","8632","8814"
"06.11.2018 03:00 - 06.11.2018 04:00","8697","8825"
"06.11.2018 04:00 - 06.11.2018 05:00","9005","9118"
"06.11.2018 05:00 - 06.11.2018 06:00","9785","9890"
"06.11.2018 06:00 - 06.11.2018 07:00","10210","10398"
"06.11.2018 07:00 - 06.11.2018 08:00","10212","10459"
"06.11.2018 08:00 - 06.11.2018 09:00","10216","10511"
"06.11.2018 09:00 - 06.11.2018 10:00","10200","10530"
"06.11.2018 10:00 - 06.11.2018 11:00","10204","10567"
"06.11.2018 11:00 - 06.11.2018 12:00","10220","10566"
"06.11.2018 12:00 - 06.11.2018 13:00","10159","10501"
"06.11.2018 13:00 - 06.11.2018 14:00","10132","10544"
"06.11.2018 14:00 - 06.11.2018 15:00","10146","10632"
"06.11.2018 15:00 - 06.11.2018 16:00","10304","10899"
"06.11.2018 16:00 - 06.11.2018 17:00","10435","10994"
"06.11.2018 17:00 - 06.11.2018 18:00","10435","10945"
"06.11.2018 18:00 - 06.11.2018 19:00","10445","10898"
"06.11.2018 19:00 - 06.11.2018 20:00","10253","10626"
"06.11.2018 20:00 - 06.11.2018 21:00","9793","10025"
"06.11.2018 21:00 - 06.11.2018 22:00","9788","10102"
"06.11.2018 22:00 - 06.11.2018 23:00","9547","9798"
"06.11.2018 23:00 - 07.11.2018 00:00","9102","9280"
"07.11.2018 00:00 - 07.11.2018 01:00","8782","8899"
"07.11.2018 01:00 - 07.11.2018 02:00","8610","8770"
"07.11.2018 02:00 - 07.11.2018 03:00","8575","8727"
"07.11.2018 03:00 - 07.11.2018 04:00","8623","8762"
"07.11.2018 04:00 - 07.11.2018 05:00","8934","9031"
"07.11.2018 05:00 - 07.11.2018 06:00","9707","9747"
"07.11.2018 06:00 - 07.11.2018 07:00","10132","10242"
"07.11.2018 07:00 - 07.11.2018 08:00","10130","10270"
"07.11.2018 08:00 - 07.11.2018 09:00","10123","10280"
"07.11.2018 09:00 - 07.11.2018 10:00","10101","10296"
"07.11.2018 10:00 - 07.11.2018 11:00","10089","10353"
"07.11.2018 11:00 - 07.11.2018 12:00","10088","10368"
"07.11.2018 12:00 - 07.11.2018 13:00","10036","10286"
"07.11.2018 13:00 - 07.11.2018 14:00","10013","10180"
"07.11.2018 14:00 - 07.11.2018 15:00","10065","10253"
"07.11.2018 15:00 - 07.11.2018 16:00","10245","10440"
"07.11.2018 16:00 - 07.11.2018 17:00","10378","10542"
"07.11.2018 17:00 - 07.11.2018 18:00","10375","10483"
"07.11.2018 18:00 - 07.11.2018 19:00","10395","10458"
"07.11.2018 19:00 - 07.11.2018 20:00","10210","10287"
"07.11.2018 20:00 - 07.11.2018 21:00","9750","9762"
"07.11.2018 21:00 - 07.11.2018 22:00","9779","9871"
"07.11.2018 22:00 - 07.11.2018 23:00","9541","9951"
"07.11.2018 23:00 - 08.11.2018 00:00","8972","9458"
"08.11.2018 00:00 - 08.11.2018 01:00","8663","9142"
"08.11.2018 01:00 - 08.11.2018 02:00","8506","8539"
"08.11.2018 02:00 - 08.11.2018 03:00","8469","8510"
"08.11.2018 03:00 - 08.11.2018 04:00","8546","8583"
"08.11.2018 04:00 - 08.11.2018 05:00","8876","8902"
"08.11.2018 05:00 - 08.11.2018 06:00","9669","9725"
"08.11.2018 06:00 - 08.11.2018 07:00","10120","10358"
"08.11.2018 07:00 - 08.11.2018 08:00","10156","10391"
"08.11.2018 08:00 - 08.11.2018 09:00","10145","10410"
"08.11.2018 09:00 - 08.11.2018 10:00","10137","10486"
"08.11.2018 10:00 - 08.11.2018 11:00","10155","10489"
"08.11.2018 11:00 - 08.11.2018 12:00","10186","10457"
"08.11.2018 12:00 - 08.11.2018 13:00","10146","10362"
"08.11.2018 13:00 - 08.11.2018 14:00","10136","10420"
"08.11.2018 14:00 - 08.11.2018 15:00","10188","10351"
"08.11.2018 15:00 - 08.11.2018 16:00","10361","10555"
"08.11.2018 16:00 - 08.11.2018 17:00","10464","10635"
"08.11.2018 17:00 - 08.11.2018 18:00","10431","10617"
"08.11.2018 18:00 - 08.11.2018 19:00","10438","10659"
"08.11.2018 19:00 - 08.11.2018 20:00","10240","10485"
"08.11.2018 20:00 - 08.11.2018 21:00","9777","9985"
"08.11.2018 21:00 - 08.11.2018 22:00","9799","10075"
"08.11.2018 22:00 - 08.11.2018 23:00","9547","9840"
"08.11.2018 23:00 - 09.11.2018 00:00","9246","9326"
"09.11.2018 00:00 - 09.11.2018 01:00","8932","9016"
"09.11.2018 01:00 - 09.11.2018 02:00","8766","8860"
"09.11.2018 02:00 - 09.11.2018 03:00","8721","8773"
"09.11.2018 03:00 - 09.11.2018 04:00","8786","8823"
"09.11.2018 04:00 - 09.11.2018 05:00","9092","9245"
"09.11.2018 05:00 - 09.11.2018 06:00","9850","10089"
"09.11.2018 06:00 - 09.11.2018 07:00","10299","10636"
"09.11.2018 07:00 - 09.11.2018 08:00","10416","10735"
"09.11.2018 08:00 - 09.11.2018 09:00","10434","10740"
"09.11.2018 09:00 - 09.11.2018 10:00","10481","10753"
"09.11.2018 10:00 - 09.11.2018 11:00","10430","10774"
"09.11.2018 11:00 - 09.11.2018 12:00","10343","10738"
"09.11.2018 12:00 - 09.11.2018 13:00","10353","10703"
"09.11.2018 13:00 - 09.11.2018 14:00","10332","10593"
"09.11.2018 14:00 - 09.11.2018 15:00","10396","10670"
"09.11.2018 15:00 - 09.11.2018 16:00","10511","10934"
"09.11.2018 16:00 - 09.11.2018 17:00","10584","10989"
"09.11.2018 17:00 - 09.11.2018 18:00","10618","10998"
"09.11.2018 18:00 - 09.11.2018 19:00","10568","10939"
"09.11.2018 19:00 - 09.11.2018 20:00","10362","10680"
"09.11.2018 20:00 - 09.11.2018 21:00","9886","10160"
"09.11.2018 21:00 - 09.11.2018 22:00","9925","10201"
"09.11.2018 22:00 - 09.11.2018 23:00","9656","9885"
"09.11.2018 23:00 - 10.11.2018 00:00","9160","9408"
"10.11.2018 00:00 - 10.11.2018 01:00","8844","9087"
"10.11.2018 01:00 - 10.11.2018 02:00","8641","8873"
"10.11.2018 02:00 - 10.11.2018 03:00","8640","8791"
"10.11.2018 03:00 - 10.11.2018 04:00","8657","8834"
"10.11.2018 04:00 - 10.11.2018 05:00","8760","8934"
"10.11.2018 05:00 - 10.11.2018 06:00","9044","9245"
"10.11.2018 06:00 - 10.11.2018 07:00","9192","9384"
"10.11.2018 07:00 - 10.11.2018 08:00","9369","9542"
"10.11.2018 08:00 - 10.11.2018 09:00","9501","9676"
"10.11.2018 09:00 - 10.11.2018 10:00","9629","9918"
"10.11.2018 10:00 - 10.11.2018 11:00","9695","10009"
"10.11.2018 11:00 - 10.11.2018 12:00","9755","10095"
"10.11.2018 12:00 - 10.11.2018 13:00","9770","10123"
"10.11.2018 13:00 - 10.11.2018 14:00","9827","10139"
"10.11.2018 14:00 - 10.11.2018 15:00","10033","10375"
"10.11.2018 15:00 - 10.11.2018 16:00","10335","10752"
"10.11.2018 16:00 - 10.11.2018 17:00","10483","10874"
"10.11.2018 17:00 - 10.11.2018 18:00","10618","10961"
"10.11.2018 18:00 - 10.11.2018 19:00","10528","10830"
"10.11.2018 19:00 - 10.11.2018 20:00","10165","10504"
"10.11.2018 20:00 - 10.11.2018 21:00","9781","10047"
"10.11.2018 21:00 - 10.11.2018 22:00","9894","10162"
"10.11.2018 22:00 - 10.11.2018 23:00","9768","9969"
"10.11.2018 23:00 - 11.11.2018 00:00","9288","9493"
"11.11.2018 00:00 - 11.11.2018 01:00","8957","9156"
"11.11.2018 01:00 - 11.11.2018 02:00","8753","8937"
"11.11.2018 02:00 - 11.11.2018 03:00","8488","8785"
"11.11.2018 03:00 - 11.11.2018 04:00","8687","8784"
"11.11.2018 04:00 - 11.11.2018 05:00","8750","8880"
"11.11.2018 05:00 - 11.11.2018 06:00","8917","9076"
"11.11.2018 06:00 - 11.11.2018 07:00","9001","9098"
"11.11.2018 07:00 - 11.11.2018 08:00","9110","9331"
"11.11.2018 08:00 - 11.11.2018 09:00","9260","9500"
"11.11.2018 09:00 - 11.11.2018 10:00","9456","9674"
